,ep_reward,avg_reward,steps
0,-318.9648322191684,-318.9648322191684,88
1,-46.72186004478688,-182.84334613197763,89
2,-121.85476559244368,-162.51381928546633,96
3,-353.3847364150722,-210.23154856786778,96
4,-329.3379139932375,-234.05282165294176,194
5,-440.9487280709046,-268.5354727226022,87
6,-344.4205311714823,-279.3761953581565,116
7,-573.1605172291701,-316.0992355920332,114
8,-439.1734334586833,-329.77414646610544,101
9,-127.75294180162923,-309.5720259996578,100
10,-374.3358771286331,-315.4596488295646,106
11,-274.20717705480405,-312.0219428483346,116
12,-200.31974411760166,-303.4294660228936,90
13,-333.0417432216538,-305.5446286799479,93
14,-330.034013501906,-307.1772543347451,128
15,-83.23266975930669,-293.18071779878017,106
16,-76.3968386866393,-280.4287249098307,69
17,-156.62667738849802,-273.55083338086774,105
18,-318.46267879468974,-275.91461471843735,108
19,-88.83935881787224,-266.56085192340913,118
20,-78.35804195484133,-257.59881335347734,74
21,-157.72786422092503,-253.05922475654313,89
22,-105.69887469073029,-246.65225301455123,81
23,-360.44478239544264,-251.39360840542176,91
24,-62.61850211307479,-243.84260415372788,97
25,-209.48585005885806,-242.52119053469443,79
26,-323.648346907997,-245.5259000300019,137
27,-120.7460839538121,-241.06947802728084,170
28,-174.4131062561816,-238.7709824489671,93
29,-162.22327148444032,-236.21939208348286,135
30,-185.49029728068447,-234.58296967048938,107
31,-179.78048903545562,-232.87039215064456,137
32,-116.99677625631114,-229.35907045687688,126
33,-48.05109904696833,-224.0264830624678,154
34,-88.7531265159488,-220.16153001828155,161
35,-197.33324481057366,-219.5274109847341,121
36,-9.664891161374186,-213.85545098950814,123
37,-84.69887730018503,-210.45659378715754,110
38,-355.7321181834721,-214.1816072332169,149
39,-89.19280885031971,-211.0568872736445,166
40,-173.16536747144613,-210.13270386383476,95
41,-258.58360536736757,-211.28629675677604,165
42,-50.2133072099998,-207.54041327894404,94
43,-208.66665754403078,-207.5660097395142,175
44,-101.42327861620556,-205.20728238121842,97
45,-220.08854925426454,-205.53078818280636,173
