,ep_reward,steps,avg_reward
640,-41.793837608369536,500,-113.32679079053422
641,96.799923020155,500,-110.40270450832548
642,41.71648707595005,500,-109.30690205906595
643,-115.69923688571663,500,-109.59262245899859
644,-218.95788976662425,197,-111.35326951536722
645,-276.10204412940664,303,-113.65398546083517
646,-346.784960720582,301,-115.3056495879269
647,-30.873524060035223,263,-112.58097642333524
648,-183.2659653450345,120,-109.11785116610574
649,-113.09357150975815,453,-110.06161479540911
650,4.102588917008105,500,-109.84528085003727
651,46.75716546442352,500,-109.54350015868067
652,28.686553095967692,500,-107.95376483229745
653,-28.758473719501367,500,-105.56102321126907
654,52.06195571871427,500,-92.82931694618193
655,52.522332911552375,500,-87.8477983197755
656,-113.53921133206265,255,-87.63477284053002
657,12.77001382150209,500,-87.70357762344905
658,-60.420428849005894,500,-88.49243643696076
659,-120.80926972788461,338,-89.7535883779853
660,1.2311856000271264,500,-90.18369835463587
661,-29.316417335985133,500,-90.7855361848739
662,-155.63583425207747,486,-93.37923119721663
663,17.292564329301435,500,-93.86004400404772
664,37.14419387874978,500,-93.11746130358144
665,101.65964470071732,500,-92.22484644244493
666,-73.48296382748464,500,-89.64472181324493
667,-190.71172185144283,378,-87.27076031830718
668,-327.92888329100424,178,-86.37239934528539
669,26.301239170677967,500,-77.73643136258997
670,-69.863022346858,310,-67.69582385819793
671,-25.21250395814124,118,-58.528847772005065
672,216.07371051525357,467,-55.994568187468474
673,82.58840103202132,500,-53.122270139771466
674,-65.00967050802917,175,-50.84122711365493
675,20.9525371186281,146,-47.412698856561484
676,-20.75173464638692,143,-47.37039587666928
677,-101.20535921725154,388,-48.919394353595806
678,94.24460320543155,500,-48.69111428385988
679,-106.62223891401146,454,-50.7761533729733
680,127.82880492840857,500,-48.8279250738857
681,-109.08978395731383,84,-50.59617634640557
682,-19.98690559379503,99,-52.033566556697515
683,-20.475081863579447,142,-50.21663436660631
684,-26.758591690245908,146,-49.663489502703776
685,-50.04592021443388,156,-48.55883644258341
686,-34.6611450773791,260,-46.83636590816728
687,-47.73528435486102,145,-49.34118285845369
688,-14.712672222665532,500,-50.207838269340634
689,32.78471808459695,500,-50.33071758614983
690,-60.321544352915936,500,-51.388744999597606
691,45.486749155485036,500,-51.313774897228605
692,-56.82829483585062,92,-52.55107535662968
693,-42.23349135330647,114,-53.50751586862794
694,-9.374806952354215,500,-54.3596805786428
695,-23.442440635892453,341,-55.75030662041113
696,-131.26489300786153,340,-58.04474663199637
697,-8.387592017517932,91,-56.040483125566396
698,-28.793781225664716,500,-51.89257117763781
699,28.95254174589146,500,-52.1073560248082
700,-162.84760470967603,267,-54.25274345810658
701,-39.95090179882197,500,-51.63811891060313
702,-92.94971875607207,141,-50.34014988855395
703,75.96453816280295,500,-50.17865970814231
704,189.06999691448772,302,-48.58922370054299
705,-30.845063103323227,213,-49.02408771476572
706,-38.01300570003852,500,-49.947738699609545
707,-71.2721224783177,500,-50.6176550773098
708,-116.69601750665139,209,-51.70005186772199
709,-73.9462335052722,146,-52.457549799177286
710,7.806079912019641,493,-52.43426000092843
711,-117.21081269378394,492,-54.00310362235369
712,-38.780148693581026,500,-54.83250693983908
713,-249.59781279873678,316,-57.52650089409169
714,-271.55285797839406,497,-56.92491083983226
715,-54.03708789463651,500,-56.618400483242596
716,-14.618868656957991,500,-53.02634784874571
717,-182.82078883833094,101,-54.843248104763326
718,17.593284167309413,500,-54.63107547066179
719,-49.636833379650845,500,-55.607168988136316
720,35.283071353885376,500,-55.44239974252886
721,-19.119271017552578,500,-53.39160242763635
722,80.67460130328763,500,-50.323720043676374
723,43.74890143620439,500,-49.287759729678754
724,22.572373199208297,500,-48.76115545326378
725,-257.2089248363237,145,-51.8553693369484
726,-283.7958162915294,90,-53.9788052900206
727,-249.75432382707157,82,-56.80322301859156
728,-143.23585589272378,112,-58.57525275544445
729,-182.5082435728133,303,-58.238420713025214
730,-256.7406166536987,93,-58.39884822723628
731,-206.98585448860175,375,-60.66028120395397
732,-242.8169324797537,162,-61.606650466824675
733,57.262114293824105,500,-58.75076593664909
734,16.019869475253753,500,-54.599886370100975
735,-156.4613921121163,500,-56.36992310929269
736,-232.18504504828545,121,-57.59960063341386
737,-219.3250444585371,125,-60.17839836464177
738,41.461786546927975,500,-58.96267858544097
739,-209.665690898239,282,-60.09115352972108
740,-52.60853510874577,500,-60.19930050472485
741,-22.65149446971677,500,-61.39381467962357
742,-22.08951094991008,500,-62.03187465988216
743,20.472931794855278,500,-60.67015297307645
744,-359.76807830459154,500,-62.07825485845612
745,-10.362148120642944,500,-59.42085589836848
746,37.53741542419042,500,-55.577632136920755
747,45.51267452609099,500,-54.81377015105949
748,-75.34182618833832,500,-53.73452875949251
749,-651.8394690794984,78,-59.12198773518993
750,14.64475749233406,500,-59.01656604943667
751,-176.92012772008127,247,-61.25333898128172
752,8.894117412699146,500,-61.4512633381144
753,145.01685504032488,500,-59.71351005051614
754,150.1124424628064,500,-58.73300518307523
755,-22.30357929958149,500,-59.48126430518657
756,-519.9102519145915,258,-63.54497471101186
757,-294.5472257430254,105,-66.61814710665715
758,-182.83880850142896,126,-67.84233090318138
759,172.1927198704206,500,-64.91231100719833
760,60.45252994563697,500,-64.32009756374222
761,-61.42003988618917,472,-64.64113378924426
762,-204.773452289224,189,-65.13250996961573
763,-79.73863111265945,176,-66.10282192403533
764,-596.4827173051417,398,-72.43909103587426
765,-346.4566448792954,399,-76.92025393167437
766,-640.4458520860959,132,-82.58988281426048
767,-84.06383481910751,198,-81.52340394393713
768,-6.448119565382038,500,-78.3085963066809
769,-81.00843818861266,500,-79.3816930802738
770,-71.42079722817611,500,-79.39727082908699
771,2.1763019801824077,500,-79.12338276970375
772,-271.61803921742813,407,-84.00030026703058
773,-350.27924496510644,189,-88.32897672700184
774,-245.7000047437897,95,-90.13588006935946
775,262.2691279398602,241,-87.72271416114714
776,-172.53515617559464,124,-89.24054837643921
777,21.519878128749028,95,-88.01329600297922
778,-17.00772191683518,500,-89.12581925420186
779,-432.83292514931554,311,-92.38792611655492
780,-486.32742852018157,83,-98.52948845104083
781,-382.06951224576426,356,-101.25928573392531
782,-143.2639783416648,333,-102.492056461404
783,-160.97689304922406,435,-103.89707457326047
784,-600.3072287703235,179,-109.63256094406124
785,-431.09931963510496,142,-113.44309493826795
786,11.719523754961319,500,-112.97928824994455
787,-21.547922220024006,500,-112.71741462859617
788,-45.07074778405041,500,-113.02099538421002
789,-130.3764375740904,500,-114.65260694079689
790,0.948093447037536,143,-114.03991056279737
791,-134.09006838382507,185,-115.83567873819045
792,-72.74704361549145,175,-115.99486622598687
793,-625.0249262520881,96,-121.82278057497467
794,-521.8628132721171,95,-126.94766063817232
795,-463.3824552039514,82,-131.3470607838529
796,-561.4352503959633,82,-135.64876435773394
797,-586.1992095723081,134,-141.42688053328183
798,-277.9359991221712,88,-143.9183027122469
799,-512.6229613154021,89,-149.33405774285984
800,-89.11249120989775,118,-148.59670660786205
801,199.538318132698,339,-146.20181440854688
802,191.3619251915215,385,-143.35869796907093
803,-118.59003034678463,227,-145.30424365416678
804,215.02117540267966,355,-145.04473186928487
805,-139.8730765167414,150,-146.13501200341906
806,174.4376269456952,432,-144.0105056769617
807,-107.3828189017593,121,-144.37161264119612
808,211.81115670207834,287,-141.08654089910885
809,-99.52799519136704,117,-141.34235851596978
810,259.9998996874868,407,-138.8204203182151
811,182.65351376394432,365,-135.82177705363782
812,292.0724413207181,324,-132.51325115349485
813,-296.5106419414352,103,-132.9823794449218
814,-502.7610711685135,78,-135.294461576823
815,-612.2044648339513,87,-140.87613534621613
816,-624.6073467761465,86,-146.97602012740808
817,-736.1373079367372,123,-152.5091853183921
818,-649.1414845171581,127,-159.1765330052368
819,-653.6128735849352,112,-165.21629340728964
820,-593.6256173717052,130,-171.50538029454555
821,-187.4398564817985,91,-173.188586149188
822,-437.20109980986757,98,-178.36734316031954
823,-266.0362128777383,109,-181.46519430345896
824,-543.379128932002,91,-187.1247093247711
825,-187.33344895309443,112,-186.42595456593878
826,-480.9625180895066,106,-188.39762158391855
827,-260.02638259214723,85,-188.5003421715693
828,-202.89709905203614,141,-189.0969546031624
829,-460.29324581375954,86,-191.8748046255719
830,-581.5319507227199,97,-195.1227179662621
831,-421.74830235544556,79,-197.27034244493055
832,-555.5328184770531,82,-200.39750130490353
833,-581.9014707974483,84,-206.7891371558163
834,-130.46523709533068,385,-208.2539882215221
835,157.7062982257654,494,-205.1123113181433
836,-221.26459311377374,144,-205.00310679879817
837,290.41747853488346,367,-199.90568156886394
838,-171.31740819161013,192,-202.03347351624933
839,-219.15050922403526,191,-202.12832169950735
840,-45.34455987118987,117,-202.05568194713177
841,-75.9425751915289,96,-202.58859275434992
842,-135.68128187928255,122,-203.72451046364364
843,-146.92742712837972,134,-205.39851405287598
844,-189.34652909637367,134,-203.69429856079375
845,268.72968935540877,359,-200.90338018603322
846,149.64336505506276,284,-199.7823206897245
847,-202.00850260425028,187,-202.25753246102792
848,122.19906118615441,500,-200.282123587283
849,178.1063525749694,500,-191.9826653707383
850,-36.48493947028845,500,-192.49396234036453
851,-29.58549619401815,244,-191.0206160251039
852,-456.5102105991506,111,-195.67465930522238
853,-153.5301477803017,194,-198.66012933342864
854,229.10880718603863,486,-197.87016568619632
855,97.602576025247,500,-196.67110413294805
856,-111.08800250454013,193,-192.58288163884754
857,-363.33304962098094,130,-193.27073987762708
858,-124.53978585063095,218,-192.68774965111916
859,40.108079896585394,500,-194.00859605085748
860,-17.34915975540804,77,-194.78661294786795
861,-75.78232590192496,74,-194.9302358080253
862,-41.22378831868925,89,-193.29473916831998
863,-68.40066535757438,103,-193.1813595107691
864,-245.32482365750403,218,-189.6697805742928
865,-29.69583964180393,159,-186.50217252191786
866,-45.210304135484606,144,-180.54981704241175
867,263.4356417082338,426,-177.0748222771383
868,88.17875672366695,500,-176.12855351424778
869,174.65743777207376,481,-173.57189475464094
870,116.22735953386511,500,-171.69541318702045
871,218.92293547312678,404,-169.52794685209105
872,80.37203482807257,500,-166.00804611163602
873,-253.2070330320665,280,-165.03732399230566
874,230.84153130001368,485,-160.2719086318676
875,60.63383807120218,500,-162.28826153055422
876,83.49542309667505,500,-159.7279557378315
877,35.23406506354508,500,-159.59081386848354
878,69.57286607686414,500,-158.72500798854657
879,50.85781260791887,500,-153.88810061097422
880,-100.33977679656525,201,-150.0282240937381
881,9.000187055395658,500,-146.11752710072648
882,79.59047432262935,500,-143.88898257408354
883,15.542975527617916,500,-142.1237838883151
884,-65.3857089928756,388,-136.77456869054063
885,35.200318903871725,500,-132.11157230515084
886,-159.30404415929803,246,-133.82180798429346
887,-33.93170397396702,500,-133.94564580183288
888,-282.0801382378291,173,-136.31573970637066
889,-333.7142559776155,107,-138.3491178904059
890,56.126619576852804,500,-137.79733262910776
891,44.52182582763776,500,-136.0112136869931
892,71.53619004992467,500,-134.56838135033894
893,45.56103251450981,500,-127.86252176267297
894,6.7102280241029995,500,-122.57679134971079
895,31.014362772640837,500,-117.63282316994486
896,-404.5615326078067,115,-116.06408599206328
897,-325.7697177686057,145,-113.45979107402627
898,-104.60112944497737,290,-111.72644237725436
899,-36.18040045411556,500,-106.96201676864148
900,6.223372804163928,500,-106.00865812850087
901,-78.18605956248129,500,-108.78590190545266
902,48.633486253976265,500,-110.2131862948281
903,4.384919877603387,500,-108.98343679258421
904,32.442138556233274,500,-110.8092271610487
905,39.23977407051227,500,-109.01809865517613
906,-31.516183990592626,500,-111.07763676453902
907,-441.8294285880283,121,-114.42210286140171
908,19.3241091321974,500,-116.34697333710052
909,-5.8308969046793795,500,-115.41000235423364
910,6.406553343105876,500,-117.94593581767745
911,38.21152810951671,500,-119.39035567422174
912,20.89317565468723,500,-122.10214833088203
913,-205.40411337827328,157,-121.19108304525042
914,-428.38817601819807,93,-120.44735409374726
915,-404.0231235128257,126,-118.36554068053601
916,-287.64654731091974,121,-114.99593268588374
917,-523.5148797894431,111,-112.86970840441082
918,-564.7310375249087,175,-112.02560393448832
919,49.40897152177414,500,-104.99538548342124
920,19.151933473580307,500,-98.86760997496836
921,-157.75959017576733,188,-98.57080731190807
922,77.29806388406203,500,-93.42581567496876
923,34.65795274858554,500,-90.41887401870554
924,30.01467227409829,500,-84.68493600664453
925,2.9957157441862394,500,-82.78164435967173
926,-6.987092537963825,500,-78.04189010415628
927,24.482394261596983,500,-75.19680233561886
928,-300.4207605425551,365,-76.17203895052404
929,15.513698149169404,500,-71.41396951089474
930,7.535614156736788,500,-65.52329386210018
931,-236.5755562552558,500,-63.67156640109828
932,20.322858845508165,500,-57.91300962787266
933,-190.8451879901815,103,-54.00244679979999
934,-292.3718318233214,87,-55.621512747079905
935,-374.0941417204067,100,-60.93951714654162
936,-343.34840289295937,211,-62.16035524433349
937,-328.2408405454249,233,-68.34693843513658
938,-12.238861207104321,500,-66.7561529652915
939,-14.442613645658431,500,-64.70907400950775
940,51.69689184966237,500,-63.73865949229922
941,55.81010919361235,500,-62.4211326484478
942,35.72908273854929,500,-60.70702900226948
943,48.842006529140015,500,-58.74933466569428
944,95.13031478833739,500,-55.90456622684717
945,50.6648128207925,500,-58.08521499219332
946,69.7696395886202,500,-58.88395224685775
947,57.36286653155148,500,-56.290238555499734
948,46.940613136452356,500,-57.04282303599676
949,36.39984266315612,500,-58.45988813511489
950,66.66292937572634,500,-57.42840944665475
951,33.9939961974228,500,-56.79261452274035
952,81.5606609077084,500,-51.411905807671744
953,49.476122963685974,500,-49.38184310023188
954,61.35864084673688,500,-51.059344763624885
955,29.15119685185108,500,-51.743858555358855
956,51.92264078562778,500,-50.11375212245717
957,-30.347041893356096,500,-46.78389204518093
958,-308.51319352673835,88,-48.62362612194201
959,25.858876073394356,500,-48.7661181601739
960,-90.11708894548126,297,-49.49379745207464
961,-210.60052052433826,162,-50.841979398298776
962,-1013.7913082956676,295,-60.56765459806856
963,33.63119239941547,500,-59.54733602049866
964,71.17032115016309,500,-56.382384572422
965,24.17106118113043,500,-55.84371556419264
966,-825.3859056380907,172,-63.64547157921871
967,27.007656884552134,500,-66.00975142745551
968,17.44419582631214,500,-66.71709703642907
969,-12.582470806372172,500,-68.58949612221352
970,8.063189979833632,500,-69.67113781775383
971,-12.007300076848523,343,-71.9804401732536
972,-406.4375323941897,224,-76.84853584547622
973,-304.094125988831,121,-77.35740677504387
974,-33.73948180004106,172,-80.00321690604443
975,226.39451062766904,496,-78.34561018047975
976,46.5461999088422,500,-78.71510241235808
977,53.70447266546496,500,-78.53039833633888
978,76.40083692306007,500,-78.46211862787693
979,34.160322603693196,500,-78.62909352791918
980,25.444896596329844,500,-77.37124679399022
981,65.11766650455051,500,-76.81007199949867
982,-112.65322971522528,356,-78.73250903987723
983,49.5512900447964,500,-78.39242589470543
984,73.47901578002507,500,-77.00377864697643
985,68.27651781552586,500,-76.67301665785988
986,-48.43931154633724,450,-75.56436933173028
987,-267.1778702709541,85,-77.89683099470015
988,-168.1718662948373,202,-76.75774827527022
989,31.141428883384012,500,-73.10919142666023
990,53.239472145195904,500,-73.1380629009768
991,21.380674515326938,500,-73.36947441409993
992,25.927545138568473,500,-73.82556086321348
993,-153.7338955566089,474,-75.81851014392467
994,20.592118323127643,500,-75.67969124093443
995,-12.036464583148575,500,-76.11019951449232
996,72.28508193012496,500,-71.341733369113
997,6.850647719164872,500,-68.01552971423529
998,-9.044437532530846,500,-67.05996279511083
999,-227.35677224243335,359,-68.971726512994
1000,-336.92768873100147,109,-72.40323712834565
1001,-54.24393438814265,300,-72.16381587660227
1002,-69.44327275485821,110,-73.34458346669062
1003,-49.037138002477604,112,-73.87880404549144
1004,-2.4352891567029396,500,-74.22757832262079
1005,6.185509845896556,500,-74.55812096486696
1006,-2000.719441605046,354,-94.25015354101147
1007,127.9333048529031,500,-88.55252620660218
1008,-835.6222557240278,350,-97.1019898551644
1009,-45.45465547025835,500,-97.49822744082022
1010,-96.90684243624484,274,-98.53136139861371
1011,-139.45876085238552,185,-100.30806428823273
1012,-99.21386067113112,288,-101.50913465149092
1013,29.726159880379,500,-99.15783191890438
1014,-1085.8756748805254,404,-105.73270690752764
1015,-277.2676673996142,313,-104.46515234639556
1016,-165.363994165628,176,-103.24232681494263
1017,-43.22560866007302,500,-98.43943410364892
1018,83.62325989852926,500,-91.95589112941454
1019,-697.5595635882471,331,-99.42557648051478
1020,90.82345567732192,500,-98.70886125847736
1021,-64.36700713480448,96,-97.7749354280677
1022,93.91265603339708,500,-97.60878950657435
1023,36.130627541660445,500,-97.59406275864362
1024,67.03995708116273,500,-97.22380991057297
1025,51.51265992768285,500,-96.73864046873801
1026,-17.70795458304308,500,-96.84584908918879
1027,38.59879316070513,500,-96.70468510019774
1028,-47.63309928173472,328,-94.17680848758954
1029,104.17783044791543,500,-93.29016716460207
1030,-232.6819275205031,332,-95.69234258137445
1031,-102.18204576735052,120,-94.34840747649541
1032,-516.7584298783263,220,-99.71922036373375
1033,-366.1478919868717,137,-101.47224740370066
1034,-336.3296659440418,119,-101.91182574490786
1035,208.37948943607535,413,-96.08708943334302
1036,186.75937200797392,421,-90.7860116843337
1037,-300.19163418638436,351,-90.50551962074333
1038,-456.1845005945367,222,-94.94497601461764
1039,-274.6631276265898,205,-97.54718115442694
1040,99.57891627504695,500,-97.06836091017308
1041,143.15579433999667,500,-96.19490405870927
1042,83.01628717607943,500,-95.72203201433396
1043,35.975886835956246,500,-95.8506932112658
1044,-162.110559393294,318,-98.42310195308211
1045,26.67973565775651,500,-98.66295272471247
1046,105.36609744652303,500,-98.3069881461334
1047,-191.69759858333242,452,-100.79759279728225
1048,29.448289892840414,500,-100.97251602971839
1049,110.3959832630379,500,-100.2325546237196
1050,62.875493307960255,500,-100.27042898439724
1051,29.125118134758743,500,-100.31911776502389
1052,200.87401653099033,423,-99.12598420879108
1053,51.76432721398605,500,-99.10310216628807
1054,74.42839818057888,500,-98.97240459294964
1055,215.526160211406,444,-97.10865495935408
1056,-248.45016137616017,88,-100.11238298097197
1057,-416.271340359459,330,-103.971625965633
1058,-255.48600982594016,112,-103.44135412862501
1059,-276.9546305059172,126,-106.46948919441813
1060,-192.16235504106777,237,-107.48994185537398
1061,-308.1296881985753,92,-108.46523353211634
1062,-195.8008861092383,155,-100.28532931025207
1063,-212.72919987478699,425,-102.74893323299409
1064,-266.7525119396254,156,-106.12816156389198
1065,-324.9237644046306,84,-109.61910981974957
1066,-641.1162143070667,255,-107.77641290643935
1067,-123.03512130468029,71,-109.27684068833165
1068,-160.96694298855772,79,-111.06095207648038
1069,-196.203851377396,137,-112.89716588219062
1070,-283.8772442598705,92,-115.81657022458766
1071,90.69765530597117,500,-114.78952067075949
1072,25.392092941073436,500,-110.47122441740684
1073,-101.01600217888655,146,-108.44044317930738
1074,41.86659910981158,500,-107.68438237020887
1075,-256.1435599072763,114,-112.5097630755583
1076,175.68493080595857,456,-111.21837576658714
1077,-173.2574169973448,490,-113.48799466321523
1078,-136.01161652172593,411,-115.6121191976631
1079,122.55344119018145,500,-114.72818801179822
1080,87.54491247059842,500,-114.10718785305554
1081,38.0651484777555,500,-114.37771303332347
1082,-112.38581121727405,153,-114.37503884834399
1083,138.1759637172431,500,-113.48879211161949
1084,272.4473274515227,351,-111.49910899490455
1085,-119.44659357159607,135,-113.37634010877576
1086,136.65667052290294,500,-111.52538028808334
1087,-114.4459905516434,226,-109.99806149089024
1088,-1.9423649594605812,500,-108.33576647753647
1089,-98.4671058486053,164,-109.63185182485637
1090,-129.40234624804688,201,-111.4582700087888
1091,-93.82684110448874,157,-112.61034516498694
1092,-208.10630689786245,459,-114.95068368535125
1093,-388.4697395761341,128,-117.2980421255465
1094,-203.5010056720891,128,-119.53897336549866
1095,-343.0412613713059,500,-122.84902133338024
1096,-105.5892388101088,135,-124.62776454078258
1097,89.63164933851195,500,-123.79995452458913
1098,-5.107656170764879,500,-123.76058671097145
1099,29.85767344641009,500,-121.18844225408304
1100,-163.28742483366088,205,-119.45203961510963
1101,-156.07479778124377,393,-120.47034824904065
1102,-286.0695508842221,500,-122.63661103033428
1103,-196.8248927821371,136,-124.11448857813086
1104,-170.44056889801914,145,-125.79454137554401
1105,68.40228485714823,500,-125.1723736254315
1106,265.88023586495206,422,-102.50637685073153
1107,-142.9125691797332,116,-105.21483559105788
1108,-146.04243537569283,150,-98.31903738757455
1109,-172.81353074504878,139,-99.59262614032242
1110,-276.3441423459857,500,-101.38699913941984
1111,-171.332239792731,131,-101.7057339288233
1112,-158.5016584002543,130,-102.29861190611454
1113,-192.78874872384245,162,-104.52376099215677
1114,-260.6131904537874,306,-96.27113614788938
1115,-287.69705126336953,87,-96.37542998652691
1116,-114.50523820963876,118,-95.86684242696701
1117,-526.3512178177259,110,-100.69809851854356
1118,-192.09661419271205,500,-103.45529725945599
1119,-156.02429330384157,150,-98.03994455661191
1120,-318.91401689408235,422,-102.13731928232598
1121,-169.71186666798002,123,-103.19076787765772
1122,-161.84254784746486,136,-105.74831991646633
1123,-148.92440308189126,147,-107.59887022270188
1124,-144.94148088964624,120,-109.71868460240994
1125,-194.12421431814835,222,-112.17505334486825
1126,270.7540392562486,302,-109.29043340647533
1127,-191.65723589627856,198,-111.59299369704517
1128,-233.74239714505651,254,-113.4540866756784
1129,-211.3101163862645,293,-116.60896614402021
1130,-130.6290780755389,122,-115.58843764957055
1131,-129.70254388074494,138,-115.86364263070449
1132,-189.02795324825183,500,-112.58633786440376
1133,-117.24312148320172,119,-110.09729015936706
1134,2.464996335449964,500,-106.70934353657213
1135,-128.01976027794774,146,-110.07333603371238
1136,-380.9559576672496,424,-115.75048933046459
1137,-23.948602145413503,500,-112.9880590100549
1138,-101.37030898902596,161,-109.43991709399978
1139,-387.47701995635674,424,-110.56805601729748
1140,-253.47892394980389,500,-114.09863441954597
1141,-309.59873420765916,361,-118.62617970502254
1142,-287.82579949516133,446,-122.33460057173494
1143,68.47749488231358,500,-122.00958449127137
1144,-69.55919629070608,122,-121.08407086024546
1145,-22.330565220368825,116,-121.57417386902672
1146,-59.853705091546104,286,-123.22637189440741
1147,-48.92223140493271,64,-121.7986182226234
1148,-295.25407149834905,344,-125.04564183653532
1149,-271.8397965590037,396,-128.86799963475573
1150,-251.50654992392015,500,-132.01182006707455
1151,-622.8114573891543,115,-138.53118582231366
1152,-663.2022586038834,111,-147.1719485736624
1153,-303.02225785088706,88,-150.71981442431115
1154,-668.7507183702867,122,-158.1516055898198
1155,-546.5407104647105,100,-165.77227429658095
1156,69.0744385517162,500,-162.59702829730222
1157,-257.0650083360063,500,-161.0049649770677
1158,-221.30154285102196,322,-160.6631203073185
1159,-170.12455236452556,234,-159.5948195259046
1160,-314.93954018996703,96,-160.82259137739356
1161,-256.1067466721873,92,-160.30236196212968
1162,69.00425593696636,500,-157.65431054166763
1163,-93.5362272474922,500,-156.46238081539468
1164,-249.39698997831798,381,-156.28882559578162
1165,50.654258461682645,500,-152.5330453671185
1166,-38.93358153814351,500,-146.51121903942928
1167,-190.27946836374753,449,-147.18366251001996
1168,-5.740478816600825,500,-145.63139786830035
1169,-329.4556534522222,373,-146.9639158890486
1170,-382.35958738935994,97,-147.9487393203435
1171,-341.13373538443454,111,-152.26705322724754
1172,-308.67258598839595,147,-155.60770001654225
1173,-294.9082446351663,327,-157.54662244110503
1174,-380.3469603758656,137,-161.7687580359618
1175,-265.2287693187544,449,-161.8596101300766
1176,-195.81585173977643,500,-165.57461795553394
1177,-20.605546795040397,500,-164.04809925351088
1178,6.747545524972242,500,-162.62050763304396
1179,-58.54161376061561,500,-164.4314581825519
1180,-208.80040942531318,211,-167.39491140151097
1181,-90.7787713644968,500,-168.6833505999335
1182,-3.1630597632468884,500,-167.59112308539326
1183,28.3622403696988,500,-168.68926031886872
1184,-39.192986966341834,500,-171.80566346304738
1185,-57.68480828734942,500,-171.18804561020494
1186,45.86459173876894,500,-172.0959663980463
1187,-51.60983285248079,500,-171.46760482105466
1188,-106.53850660706483,500,-172.51356623753065
1189,8.484207251544854,500,-171.44405310652914
1190,-6.960608719103043,500,-170.2196357312397
1191,-127.94934904624621,500,-170.5608608106572
1192,-9.419714181274525,500,-168.57399488349137
1193,22.948534814912513,500,-164.45981213958086
1194,-79.36071543897721,358,-163.21840923724983
1195,-128.0447342450004,317,-161.06844396598677
1196,-9.042591514062984,500,-160.10297749302632
1197,-22.719909998393703,271,-161.22649308639538
1198,-17.935944122690117,130,-161.35477596591463
1199,5.238831970065547,76,-161.60096438067805
1200,-17.489375906493468,500,-160.14298389140637
1201,-317.5098248868388,368,-161.7573341624623
1202,-9.141377923920306,500,-158.9880524328593
1203,-258.9729936943746,138,-159.60953344198168
1204,-294.50121769099667,99,-160.85013992991148
1205,-230.2658785154798,134,-163.83682156363776
1206,-449.80275559587676,161,-170.993651478246
1207,-130.07985789715428,245,-170.86532436542024
1208,-109.0518236492111,500,-170.49541824815543
1209,-46.53616504648975,500,-169.23264459116982
1210,20.55341142552949,500,-166.2636690534547
1211,-36.53265083349911,500,-164.91567316386238
1212,-111.81158110058254,500,-164.44877239086563
1213,-63.06531356935788,500,-163.15153803932077
1214,-22.850101537091412,500,-160.77390715015383
1215,-467.7418375086558,439,-162.5743550126067
1216,-344.44333656266247,182,-164.87373599613696
1217,-508.734439981718,104,-164.69756821777685
1218,-630.4823474174929,105,-169.08142555002468
1219,-420.14740457359096,128,-171.7226566627222
1220,-380.2669178556382,379,-172.33618567233773
1221,9.180251963457293,500,-170.54726448602335
1222,-231.29734664108318,490,-171.24181247395956
1223,77.75386617691403,500,-168.9750297813715
1224,-87.87793217008816,500,-168.40439429417592
1225,-75.66461546172619,500,-167.2197983056117
1226,-51.650154089654,500,-170.4438402390707
1227,-16.89212176559944,500,-168.69618909776392
1228,-20.45388608681491,500,-166.56330398718148
1229,-272.36427023455735,383,-167.17384552566443
1230,-234.9210488668851,205,-168.2167652335779
1231,-305.8247356440762,189,-169.97798715121124
1232,-181.3812865118501,500,-169.90152048384715
1233,-99.20450302274232,500,-169.72113429924258
1234,-121.29114572079366,500,-170.958695719805
1235,-117.00423405171767,500,-170.84854045754267
1236,-168.05099549563982,500,-168.71949083582658
1237,-259.65811175339377,412,-171.07658593190638
1238,-88.70068593403357,500,-170.94988970135648
1239,-94.85387311434297,247,-168.02365823293633
1240,-67.89605843656402,500,-166.16782957780393
1241,-16.40072290724641,500,-163.23584946479983
1242,-281.56699220605805,302,-163.17326139190882
1243,-252.05876555805435,125,-166.37862399631246
1244,-304.0206945140744,102,-168.7232389785462
1245,-312.4492337685217,90,-171.62442566402768
1246,-466.47728756450596,111,-175.69066148875729
1247,-373.09577390341906,99,-178.9323969137422
1248,-130.81664506209083,500,-177.28802264937963
1249,-271.098595012882,439,-177.2806106339184
1250,-156.41927403050937,361,-176.3297378749843
1251,-207.26839247964523,397,-172.17430722588912
1252,-211.46403402219312,405,-167.65692498007226
1253,-66.91605563484656,500,-165.29586295791185
1254,-247.0141374569175,228,-161.07849714877818
1255,-420.78769225755775,117,-159.82096696670664
1256,-373.62353007635517,109,-164.24794665298737
1257,-331.76576625347343,156,-164.99495423216203
1258,-532.3902529822047,159,-168.10584133347388
1259,-278.4658473320485,104,-169.1892542831491
1260,-454.29563776043113,174,-170.58281525885374
1261,-325.724220702,83,-171.27898999915186
1262,-305.4379107184883,99,-175.02341166570636
1263,-521.2333424194956,119,-179.3003828174264
1264,-200.03184549570096,371,-178.8067313726002
1265,-202.84939969644176,427,-181.34176795418153
1266,-184.9789032033418,463,-182.80222117083346
1267,-161.64387624306252,340,-182.51586524962661
1268,-72.78972648857481,262,-183.1863577263464
1269,-82.562328137571,389,-180.71742447319986
1270,-52.51023267041038,500,-177.41893092601038
1271,-163.70380345388264,356,-175.64463160670482
1272,-201.51672295368934,415,-174.57307297635776
