,ep_reward,avg_reward,steps
0,-311.74136122312734,-311.74136122312734,122
1,-3.9991390961285163,-157.87025015962791,81
2,-66.15135094892098,-127.29728375605895,68
3,-135.37702114503765,-129.31721810330362,109
4,-420.06927482838626,-187.46762944832014,92
5,-255.94248700209144,-198.88010570728204,82
6,-225.32146633211875,-202.65744293940156,112
7,-260.7648966263422,-209.92087465026913,113
8,-405.5489371055601,-231.65732603419033,102
9,-443.3528911173084,-252.82688254250215,117
10,-286.7217417480599,-255.908233379371,117
11,-108.59388405274152,-243.63203760215188,73
12,-268.5460973352369,-245.5485037354661,94
13,-103.68433660387535,-235.4153489403525,87
14,-89.42667625700116,-225.6827707614624,72
15,-350.5521245344157,-233.487105372272,104
16,-61.67298311694348,-223.38039229842914,70
17,-120.98670485814475,-217.69185410730222,61
18,-427.48145291280264,-228.73341193917068,99
19,-235.2208388903157,-229.0577832867279,82
20,-89.60655379798544,-222.41724854916876,72
21,-94.44922674305155,-216.60052028525433,70
22,-111.00768008717863,-212.00952723316408,118
23,-72.88926434041097,-206.2128496126327,68
24,-111.5489037406798,-202.42629177775459,93
25,-86.02757059028174,-197.9494178859287,122
26,1.0131895184007789,-190.5804324265091,136
27,-56.06972506032475,-185.77647859200252,83
28,-91.18987108018686,-182.51487143642265,87
29,-97.02128667985602,-179.66508527787042,65
30,-99.09222336681484,-177.06596070009445,90
31,-271.41017394199736,-180.01421736390392,91
32,-305.8352561501723,-183.82697611500296,104
33,-97.91376742204181,-181.30011703579822,76
34,-168.6695854702912,-180.93924470535518,91
35,-203.22962968844826,-181.55842206599664,82
36,-108.83264151910534,-179.59286042959417,94
37,-223.74924455338112,-180.75487053811486,125
38,-153.49643643959007,-180.05593633046038,78
39,-122.77791567066859,-178.6239858139656,106
40,-104.1200843970753,-176.80681748672438,103
41,-271.6660069131816,-179.06536961592573,94
42,-99.92440658124575,-177.2248821034913,61
43,-115.82333116195278,-175.82939230936543,74
44,-112.48449138125541,-174.42172784429633,98
45,-164.9164375428811,-174.21509109861339,120
46,-251.6296423833228,-175.862209211054,126
47,-186.16069867904588,-176.0767610749705,99
48,-78.58654948336252,-174.08716492003975,70
49,-77.29424078543491,-172.15130643734767,60
50,-133.67448781866773,-171.39685901345197,73
51,-123.35675769899154,-170.4730109112508,100
52,-104.59823305566714,-169.230090574353,115
53,-112.24264180307529,-168.174767448959,105
54,-82.18725561908538,-166.61135814296128,78
55,-145.44539106832872,-166.2333944452,132
56,-121.24426375635582,-165.44411145065888,71
57,-160.54964323233085,-165.35972406758424,96
58,-105.82407950863818,-164.35064534624618,66
59,-93.32165449885042,-163.16682883212292,60
60,-243.66126981538073,-164.48640983184845,113
61,-81.964207327384,-163.1554065656474,103
62,-194.20082578234735,-163.64819099765853,98
63,-113.38718283490454,-162.86286274511548,112
64,-71.18709385158262,-161.45246630059958,80
65,-81.09170253146587,-160.23487897076424,63
66,-95.47549639198351,-159.2683210218272,105
67,-72.87081149957073,-157.9977694112058,100
68,-106.87655716188618,-157.2568822771577,69
69,-70.80958614560812,-156.02192090384983,131
70,-134.05915465365052,-155.71258616793153,99
71,-146.91539736987426,-155.5904029901807,60
72,-180.90643252607862,-155.93719791533002,105
73,-113.07033126141135,-155.3579159335203,64
74,-296.71307884542455,-157.24265143901235,102
75,-126.11964204278564,-156.83313815748306,101
76,-93.74111265002152,-156.0137612028407,109
77,-84.73082477538752,-155.09987740248874,67
78,-115.61323149521154,-154.60004644163715,70
79,-106.12779157272055,-153.99414325577567,91
80,-55.09720869878881,-152.77319344643018,73
81,-57.81170953088437,-151.61512656941133,94
82,-86.1688901128864,-150.82661769644116,88
83,-155.39121523386478,-150.88095814331524,120
84,-107.80443415387023,-150.3741755081453,88
85,-101.56299997665931,-149.80660369963965,106
86,-198.96283362453426,-150.3716178367074,107
87,-239.16153841570016,-151.38059420692318,114
88,-66.52759296161288,-150.42718969854891,96
89,-134.78160656529045,-150.25334988595714,137
90,-51.92355362282921,-149.17280267427444,80
91,-356.6816441390636,-151.42833355976126,159
92,-169.32224607585448,-151.62074122122465,102
93,-120.69519635326013,-151.2917460630548,85
94,-151.66826926812996,-151.2957094652135,116
95,-81.63519413547886,-150.57007909719542,90
96,-82.95959244342662,-149.87306377086793,79
97,-62.69098134619111,-148.98345068490184,92
98,-162.96411492963256,-149.1246695156567,103
99,-45.866905052986354,-148.09209187103,66
100,-114.68147841839041,-146.12149304298262,105
101,-86.18236105025241,-146.94332526252384,69
102,-79.24849484668324,-147.07429670150145,73
103,-107.92110012896167,-146.79973749134072,108
104,-76.33289630343094,-143.36237370609115,145
105,-155.73369805687355,-142.360285816639,140
106,-32.00188754942995,-140.4270900288121,116
107,-107.83402243235594,-138.89778128687223,69
108,-64.99002641422126,-135.49219217995886,75
109,-275.7499488138184,-133.81616275692394,123
110,-316.1416375906827,-134.11036171535017,150
111,-152.38874273557616,-134.54831030217852,99
112,-61.11421910282291,-132.4739915198544,175
113,-66.27991052161262,-132.09994725903175,90
114,-182.4368808094854,-133.0300493045566,171
115,-208.9436455291876,-131.61396451450432,103
116,-110.55105173733416,-132.10274520070823,124
117,-87.58403535214879,-131.76871850564828,146
118,-83.67932196206073,-128.33069719614085,103
119,-197.0589478441833,-127.94907828567953,139
120,-60.99899986660479,-127.6630027463657,68
121,-127.71411337087194,-127.99565161264393,118
122,-114.03737269674934,-128.0259485387396,150
123,-93.84068876362927,-128.2354627829718,95
124,-67.80032943682761,-127.7979770399333,73
125,-87.20069993077698,-127.80970833333826,84
126,-139.6223140167947,-129.21606336869021,101
127,-75.06041086983362,-129.40597022678529,89
128,-116.72779713164257,-129.66134948729984,156
129,-103.59772167763192,-129.72711383727759,156
130,-124.39288266444726,-129.98012043025392,108
131,-126.83501206139098,-128.53436881144785,108
132,-146.8574088171249,-126.94459033811738,104
133,-34.71015487843077,-126.31255421268126,121
134,-263.7509368764204,-127.26336772674254,130
135,-161.15945325544277,-126.84266596241248,139
136,-180.95361250213008,-127.56387567224274,128
137,-228.25400201346935,-127.60892324684363,137
138,-67.64096127344146,-126.75036849518216,114
139,-196.72482049082103,-127.48983754338366,118
140,-129.2163310889881,-127.7408000103028,180
141,-68.66415734243577,-125.71078151459533,130
142,-37.014959933436444,-125.08168704811723,147
143,-98.18957197553212,-124.90534945625302,83
144,-97.81532216972529,-124.75865776413774,149
145,-150.93108647170214,-124.61880425342595,122
146,-144.82033336604454,-123.55071116325317,80
147,-104.00742172257968,-122.72917839368851,126
148,-43.943344179610385,-122.38274634065097,112
149,-53.4373962228587,-122.14417789502521,120
150,-80.44228295734332,-121.61185584641197,132
151,-126.94021196036692,-121.64769038902573,185
152,-36.23976982781728,-120.96410575674723,78
153,-51.164241365152094,-120.35332175236799,80
154,-82.00161278869257,-120.35146532406407,111
155,-109.76463062611626,-119.99465771964192,125
156,-58.041692663367925,-119.36263200871207,92
157,-75.67492642563269,-118.51388484064508,153
158,-111.48898245902022,-118.57053387014892,111
159,-166.27975787242707,-119.30011490388469,112
160,-91.4664078031932,-117.7781662837628,113
161,-244.1552841083937,-119.40007705157292,185
162,-108.27035150238882,-118.54077230877334,102
163,-115.25413983872753,-118.55944187881155,130
164,-42.8478971994122,-118.27604991228984,99
165,-63.950436014918274,-118.10463724712437,166
166,-5.413648277625867,-117.2040187659808,160
167,-170.4268579102166,-118.17957923008726,97
168,-37.0743926566189,-117.4815575850346,151
169,-72.60229216638311,-117.49948464524233,108
170,-42.27419237607209,-116.58163502246654,131
171,-153.37449218568918,-116.64622597062467,171
172,-212.9789579680846,-116.96695122504472,140
173,-90.16176596330067,-116.73786557206363,94
174,-138.23565048852564,-115.15309128849466,121
175,-79.42553472941583,-114.68615021536098,157
176,-41.99235289901712,-114.16866261785093,153
177,-79.53612560458718,-114.11671562614292,138
178,-55.552765060432,-113.51611096179514,115
179,-73.27446243192244,-113.18757767038713,89
180,-65.95519103079208,-113.29615749370718,197
181,-41.64263671948455,-113.13446676559319,103
182,-87.3653128647809,-113.14643099311212,161
183,-13.56265988573935,-111.72814543963088,131
184,-56.01104282798725,-111.21021152637203,171
185,-179.88245751360176,-111.99340610174146,172
186,-84.57434632550724,-110.8495212287512,138
187,-37.22955344284216,-108.8302013790226,148
188,-60.28465558248286,-108.76777200523131,116
189,-77.56553659908523,-108.19561130556926,95
190,-150.31904611212445,-109.1795662304622,152
191,-15.769298337834087,-105.77044277244994,119
192,-41.136452207595894,-104.48858483376735,130
193,-50.23173819290319,-103.78395025216376,124
194,-43.021614515989995,-102.69748370464235,188
195,-186.77039874386463,-103.74883575072622,160
196,-40.24215866406135,-103.32166141293256,110
197,-52.43668295265965,-103.21911842899725,133
198,-38.847980390881816,-101.97795708360971,200
199,-32.62672213619949,-101.84555525444185,101
200,-204.5738705471132,-102.74447917572908,237
201,25.75975594931489,-101.62505800573342,500
202,-52.495409356282174,-101.35752715082941,150
203,17.255249529691525,-100.10576365424289,156
204,-240.62802383316986,-101.74871492954027,192
205,-21.2037552021321,-100.40341550099285,127
206,-65.8463118443949,-100.7418597439425,208
207,-105.41540636014133,-100.71767358322035,193
208,-44.08899060037065,-100.50866322508186,182
209,-69.86734734388764,-98.44983721038254,137
210,11.32866548203151,-95.17513417965542,140
211,-43.809493225134126,-94.08934168455099,87
212,-90.85645930474793,-94.38676408657022,161
213,-192.57515931919588,-95.64971657454606,349
214,-18.89797479952429,-94.01432751444644,211
215,-118.02992119379718,-93.10519027109254,139
216,110.31711098842392,-90.89650864383495,500
217,-73.40769994282444,-90.75474528974172,96
218,-90.72637690433774,-90.82521583916449,83
219,-99.53616999991752,-89.84998806072186,216
220,-159.6136833749498,-90.8361348958053,99
221,-69.23375050484069,-90.25133126714498,156
222,-0.25491218779150415,-89.11350666205537,186
223,-58.30932647512279,-88.75819303917031,192
224,-127.0500566018572,-89.3506903108206,183
225,-176.13428213901764,-90.240026132903,172
226,-233.87789597750773,-91.18258195251013,118
227,-132.00835606997313,-91.75206140451154,95
228,-130.50843871940438,-91.88986782038916,153
229,-18.065000549715535,-91.03454060911001,119
230,61.96281795914791,-89.17098360287406,500
231,7.269699690972644,-87.8299364853504,109
232,-65.35706766923869,-87.01493307387156,147
