,ep_reward,avg_reward,steps
0,-226.1377603784115,-226.1377603784115,99
1,-100.11590380251712,-163.12683209046432,69
2,-49.26259309675076,-125.17208575922648,87
3,-124.5703921411856,-125.02166235471626,105
4,-314.38344612140565,-162.89401910805412,103
5,-385.6224885805248,-200.01543068679925,143
6,-258.3608508234405,-208.35049070631945,130
7,-462.74858678984896,-240.15025271676063,106
8,-335.47047085387555,-250.74138806532898,85
9,-304.7204280385355,-256.1392920626496,98
10,-226.41863635429368,-253.43741427098087,82
11,-425.32679167752775,-267.76152905485975,93
12,-1.9627209808733106,-247.31546689532234,1000
13,-408.1194703679226,-258.8014671433652,131
14,-66.5902657390125,-245.9873870497417,212
15,-286.7023190570103,-248.53207030019598,109
16,-126.54564671631712,-241.35639832467368,84
17,-256.185030261503,-242.18021121005307,133
18,-75.84755292954407,-233.4258607742368,75
19,-424.9923264285077,-243.00418405695035,91
20,-222.52574369856902,-242.0290202303608,149
21,-442.27326482581543,-251.131031348336,172
22,-307.5538700882549,-253.5841982500716,151
23,-242.6286599258171,-253.127717486561,77
24,-317.86750891523536,-255.717309143708,99
25,-327.2537905766309,-258.46871227574354,108
26,-286.4256224760745,-259.5041533942743,141
27,-137.43344818522084,-255.14448535109383,89
28,-43.24379354393753,-247.8375649439505,80
29,-111.09162770009937,-243.27936703582216,128
30,-72.81325145577637,-237.78046008162713,79
31,-94.82311742701188,-233.31304312367035,72
32,-103.16556405524672,-229.3691801215969,110
33,-297.9620252168915,-231.38661674204675,102
34,-537.9506242064624,-240.1455883838872,118
35,-138.32408212261035,-237.31721320996283,123
36,-377.6888351625654,-241.11104083030344,89
37,-109.22734273624437,-237.64041719624927,162
38,-203.19792956223165,-236.75727648768472,98
39,-159.2315607359613,-234.81913359389165,126
40,-98.61118603088146,-231.49698853137917,94
41,-213.93192453441293,-231.07877272192758,113
42,-77.15668914017172,-227.499189382817,98
43,-95.10701971281007,-224.4902764357714,75
44,-227.76691471540937,-224.5630906197634,158
45,-99.6596140690391,-221.8477976512694,74
46,-358.8050173888116,-224.76178104994048,90
47,-248.04173967794267,-225.2467801880238,127
48,-429.3195983757957,-229.411531579611,136
49,-387.0359466529027,-232.56401988107683,89
50,-129.5927748333181,-230.54497586053253,120
51,-370.24692849803586,-233.2315518727922,101
52,-35.25466609445179,-229.49613893357824,81
53,-74.79506231408526,-226.6313041813654,77
54,-197.9533803077611,-226.10988738366353,130
55,-73.50273713815804,-223.3847597007081,76
56,-152.1137793992747,-222.13439162524435,148
57,-539.4233007347552,-227.60489005816694,129
58,-337.45124275587165,-229.46669264626362,105
59,-296.47514260180026,-230.58350014552258,97
60,-354.1840442842702,-232.60973857402664,142
61,-317.36780343772597,-233.97680413634436,131
62,-208.02058799526577,-233.5648007055336,94
63,-325.5208489182685,-235.00161395885755,80
64,-260.558391800188,-235.39479515641648,176
65,-99.58195234404839,-233.33702481077452,91
66,-90.04695242516577,-231.1983670139744,88
67,-98.79383014879964,-229.25124147183948,87
68,-216.52855126781412,-229.0668546572884,99
69,-48.44708781614331,-226.48657227384345,76
70,-96.67513378436337,-224.65824215427332,101
71,-252.01621431137943,-225.0382139897887,149
72,-367.76498165144125,-226.99337519063326,103
73,-74.2818093317781,-224.9297053817298,70
74,-68.84290522047915,-222.84854804624644,88
75,-179.87964767460517,-222.28316777819853,162
76,-11.882435458247272,-219.55069073508227,124
77,-270.2128582802982,-220.2002057036107,145
78,-124.653825521687,-218.9907578532066,121
79,-138.19245868614973,-217.98077911361844,119
80,-93.54416442119677,-216.44452461124285,89
81,-123.42771938670542,-215.3101733280168,115
82,-49.07395854937056,-213.3073273668283,154
83,-94.66920283774917,-211.8949687414821,86
84,-168.85215626818712,-211.38858271238448,95
85,-69.34325912283875,-209.7368929032037,67
86,-86.62211566365164,-208.3217805211399,74
87,-110.0477281469897,-207.20502992597912,79
88,-83.92197810019731,-205.81982709647593,89
89,-118.23631277845777,-204.84667693738686,164
90,-69.1289080649575,-203.3552728838437,69
91,-70.37259968407358,-201.90980904471576,92
92,-104.36282905696079,-200.8609167867829,92
93,-132.35407108767356,-200.1321205559413,99
94,-81.07402498107875,-198.87887744462694,137
95,-276.6214364092309,-199.6886957671749,89
96,-51.66069390429983,-198.1626338922999,91
97,-7.97824258902881,-196.2219768381849,76
98,-77.32523148196114,-195.02099961236448,95
99,-316.55020492866214,-196.23629166552746,106
100,-37.98497789922027,-194.3547638407356,117
101,-202.8946705902049,-195.3825515086124,116
102,-55.65191747511501,-195.44644475239605,98
103,-89.52684589669151,-195.09600928995116,95
104,-204.15723587853216,-193.9937471875224,83
105,-67.23109009571954,-190.80983320267435,72
106,-92.37455170378819,-189.1499702114778,67
107,-130.31810009236264,-185.8256653445029,98
108,-275.6459860817222,-185.2274204967814,107
109,-99.24283733333186,-183.1726445897294,142
110,-222.80056844536372,-183.13646391064006,149
111,-315.4666914497602,-182.0378629083624,151
112,-76.11871194184234,-182.77942281797212,71
113,-274.6368339765211,-181.44459645405811,146
114,-122.4898069994573,-182.00359186666253,97
115,-133.07145233641782,-180.4672831994566,143
116,-207.80748968046754,-181.27990162909813,116
117,-102.19000270784738,-179.7399513535616,114
118,-71.4587504604954,-179.6960633288711,74
119,-68.32101873827625,-176.12935025196876,153
120,-260.280440402375,-176.5068972190068,137
121,-85.12124549564736,-172.93537702570512,92
122,-436.99673774449485,-174.22980570226753,151
123,-80.17728040624084,-172.60529190707177,107
124,-74.30719892213446,-170.16968880714077,147
125,-120.43694537409186,-168.10152035511535,142
126,-60.93504162836541,-165.84661454663828,188
127,-319.14173777715393,-167.6636974425576,130
128,-253.1715690064556,-169.76297519718278,102
129,-270.9949957212448,-171.36200887739423,160
130,-462.16398732063095,-175.25551623604275,142
131,-102.80712821324698,-175.33535634390512,154
132,-143.10720796479433,-175.73477278300058,157
133,-77.5167253491126,-173.53031978432278,77
134,-66.09920954223077,-168.8118056376805,88
135,-302.60663959968485,-170.4546312124512,142
136,-229.817694617313,-168.97591980699872,92
137,-99.00989307709673,-168.87374531040726,155
138,-86.52345412540612,-167.707000556039,135
139,-324.37994374684814,-169.35848438614786,140
140,-380.9357630539846,-172.1817301563789,157
